video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category
00630.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00630\pre_event\00630_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00630\pre_event\00630_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00630\pre_event\00630_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00630\pre_event\00630_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00630\pre_event\00630_pre_05.jpg,3|32|62|91|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00931.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00931\pre_event\00931_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00931\pre_event\00931_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00931\pre_event\00931_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00931\pre_event\00931_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00931\pre_event\00931_pre_05.jpg,60|75|90|105|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Urban,7
00184.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00184\pre_event\00184_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00184\pre_event\00184_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00184\pre_event\00184_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00184\pre_event\00184_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00184\pre_event\00184_pre_05.jpg,116|117|118|119|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction left-rear collision conflict.",same-direction left-rear collision conflict,Normal,Rain,Urban,6
00580.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00580\pre_event\00580_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00580\pre_event\00580_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00580\pre_event\00580_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00580\pre_event\00580_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00580\pre_event\00580_pre_05.jpg,78|88|99|110|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00044.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00044\pre_event\00044_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00044\pre_event\00044_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00044\pre_event\00044_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00044\pre_event\00044_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00044\pre_event\00044_pre_05.jpg,96|102|108|114|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Rain,Urban,1
00910.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00910\pre_event\00910_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00910\pre_event\00910_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00910\pre_event\00910_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00910\pre_event\00910_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00910\pre_event\00910_pre_05.jpg,73|85|96|108|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
00978.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00978\pre_event\00978_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00978\pre_event\00978_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00978\pre_event\00978_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00978\pre_event\00978_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00978\pre_event\00978_pre_05.jpg,6|34|63|92|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Sub-urban,5
00225.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00225\pre_event\00225_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00225\pre_event\00225_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00225\pre_event\00225_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00225\pre_event\00225_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00225\pre_event\00225_pre_05.jpg,79|89|100|110|120,"A pre-crash dashcam traffic scene on a other road, under normal light and rain weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Rain,Other,2
00928.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00928\pre_event\00928_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00928\pre_event\00928_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00928\pre_event\00928_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00928\pre_event\00928_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00928\pre_event\00928_pre_05.jpg,65|79|92|106|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
00310.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00310\pre_event\00310_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00310\pre_event\00310_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00310\pre_event\00310_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00310\pre_event\00310_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00310\pre_event\00310_pre_05.jpg,94|100|107|114|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Cloudy,Urban,2
00061.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00061\pre_event\00061_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00061\pre_event\00061_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00061\pre_event\00061_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00061\pre_event\00061_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00061\pre_event\00061_pre_05.jpg,57|73|88|104|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Urban,7
00995.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00995\pre_event\00995_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00995\pre_event\00995_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00995\pre_event\00995_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00995\pre_event\00995_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00995\pre_event\00995_pre_05.jpg,83|92|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00528.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00528\pre_event\00528_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00528\pre_event\00528_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00528\pre_event\00528_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00528\pre_event\00528_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00528\pre_event\00528_pre_05.jpg,80|90|100|110|120,"A pre-crash dashcam traffic scene on a industrial road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Industrial,8
00943.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00943\pre_event\00943_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00943\pre_event\00943_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00943\pre_event\00943_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00943\pre_event\00943_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00943\pre_event\00943_pre_05.jpg,77|88|98|109|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Sub-urban,2
00618.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00618\pre_event\00618_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00618\pre_event\00618_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00618\pre_event\00618_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00618\pre_event\00618_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00618\pre_event\00618_pre_05.jpg,81|91|100|110|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Cloudy,Urban,7
00493.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00493\pre_event\00493_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00493\pre_event\00493_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00493\pre_event\00493_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00493\pre_event\00493_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00493\pre_event\00493_pre_05.jpg,60|75|90|105|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00324.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00324\pre_event\00324_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00324\pre_event\00324_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00324\pre_event\00324_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00324\pre_event\00324_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00324\pre_event\00324_pre_05.jpg,94|100|107|114|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Clear,Urban,1
00387.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00387\pre_event\00387_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00387\pre_event\00387_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00387\pre_event\00387_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00387\pre_event\00387_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00387\pre_event\00387_pre_05.jpg,69|82|94|107|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Highway,7
00657.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00657\pre_event\00657_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00657\pre_event\00657_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00657\pre_event\00657_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00657\pre_event\00657_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00657\pre_event\00657_pre_05.jpg,61|76|90|105|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Normal,Cloudy,Urban,3
00144.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00144\pre_event\00144_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00144\pre_event\00144_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00144\pre_event\00144_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00144\pre_event\00144_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00144\pre_event\00144_pre_05.jpg,63|77|92|106|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
